,spotify_id,name,followers,popularity,genres,chart_hits
37913,5xWPOujQqd4wXyB08slZ9Z,Peter Cetera,766469.0,61,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",
37921,23wr9RJZg0PmYvVFyNkQ4j,Gary Moore,567628.0,59,"['album rock', 'blues rock', 'british blues', 'electric blues', 'hard rock', 'rock']",
37961,2DzRMyWgjuMbYvt5BLbpCo,Anthony Hamilton,1396902.0,59,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",
38033,5dbuFbrHa1SJlQhQX9OUJ2,Don Henley,1314949.0,64,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",
38045,67gqUXxHedeUGDTxwBzdjS,Conway the Machine,211923.0,61,"['boom bap', 'buffalo hip hop', 'hip hop', 'underground hip hop', 'upstate ny rap']",
38064,6OqhFYFJDnBBHas02HopPT,Kero Kero Bonito,422125.0,57,"['escape room', 'hyperpop', 'japanese electropop']",
38111,2wwWukJBsCikjlj7vlbQkM,Daniel,1323216.0,57,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",
38241,1gHVDWrG6hVra3ZxV7mQWd,Vinod Rathod,642229.0,57,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",
38604,4vMKEXQ4cU5hb2BL4omVrT,S. D. Burman,426102.0,57,"['classic bollywood', 'filmi', 'ghazal']",
38753,3qUMmh5biaB5hqpF4LqS3m,Julie London,384929.0,57,"['adult standards', 'easy listening', 'lounge', 'torch song', 'vocal jazz']",
38791,6ISKc7ev3V4EGnEagkXexc,ROBI,16576.0,66,[],
38807,4A0TivfinfALCAMJqqjZIk,Funk Wav,9816.0,67,[],
38819,5aB4SpKYteOJ8pAleoKkg7,Hector & Tito,716290.0,59,"['latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",
38934,6fcTRFpz0yH79qSKfof7lp,Seven Lions,433582.0,60,"['dubstep', 'edm', 'electro house', 'electropop', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm', 'progressive trance']",
38958,0ekCwZGQUkAISV1h48jlHn,Rachel Grae,68535.0,58,"['alt z', 'uk pop']",
39041,5GHeXsPtAVd0KLe1oMikxm,Kemuel,960975.0,57,"['adoracao', 'brazilian gospel', 'coral gospel', 'groove gospel']",
39085,55kkrbuMkdzPGD7YGA6xrJ,Gurlez Akhtar,70690.0,65,['punjabi pop'],
39104,7C64wNX3howEFZjAYRKsfP,The Cataracs,108288.0,60,['pop rap'],
39287,0Y5Wgx4aNU8Jm4T9OxI22o,Money Musik,19908.0,59,['canadian hip hop'],
39506,760kxYHN5QTrD1DehiimjB,OmenXIII,249944.0,60,"['dark trap', 'emo rap', 'underground hip hop', 'viral rap']",
39580,1VeNLxolTVovUG1ROeumVp,Sav'o,34437.0,57,['uk drill'],
39600,76SlrtEaq2oViRXulxjfuM,cupcakKe,751309.0,59,"['chicago rap', 'dance pop', 'pop', 'trap queen', 'viral rap']",
39602,5iqStkZi6QmG8sgQZQrfGN,Danielle Bradbery,267424.0,61,"['contemporary country', 'country', 'country pop']",
39707,1zVxAFV8uL5V816dzdHvYQ,Aaron Y Su Grupo Ilusion,536647.0,59,"['cumbia sonidera', 'musica mexicana', 'ranchera', 'tropical']",
39752,3DgcBA7P0ji5co7Z1Gfp2Q,Kristin Chenoweth,150879.0,57,"['broadway', 'movie tunes', 'show tunes']",
39759,0I5HubncQ8E1MFZOlPDY4J,Trinidad James,292007.0,57,"['atl hip hop', 'dirty south rap', 'rap', 'southern hip hop', 'trap']",
39805,1dpnxi6xgoB2kaRYnnoatZ,Miguel Ríos,216400.0,57,"['cantautor', 'rock andaluz', 'rock en espanol', 'spanish new wave', 'spanish pop']",
40046,5kKzlgNRX8FgC6Bni5DNNC,Dj Victor,80244.0,60,"['funk carioca', 'funk ostentacao']",
40048,7Ip2u3e5Nv6fFb5xyIHxEE,DEV,260028.0,61,['electropop'],
40052,6vdMPayKk8YJxxeNP5oMCb,Chamillionaire,753958.0,59,"['dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",
40205,3UVRliakQfa1pMWIsNuiZ8,Musiq Soulchild,1026330.0,58,"['contemporary r&b', 'neo soul', 'r&b', 'urban contemporary']",
40366,6rYogEVj60BCIsLukpAnwr,Scarlxrd,1160500.0,67,"['dark trap', 'scream rap', 'underground hip hop']",
40472,4nXOZlYoAD67hF9aUEncMY,Pouya,949496.0,70,"['aesthetic rap', 'dark trap', 'miami hip hop', 'underground hip hop']",
40545,4AYkFtEBnNnGuoo8HaHErd,Madness,640540.0,60,"['ska', 'ska revival']",
40592,0Yb0T3wUUNiIvHjqnfkbuH,Mahalakshmi Iyer,22425.0,62,"['filmi', 'modern bollywood']",
40701,3wYyutjgII8LJVVOLrGI0D,Buddy Holly,1087846.0,59,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'rock-and-roll', 'rockabilly']",
40738,6FaLegXtqjGZBH5VFrOlwG,Ktlyn,109967.0,59,[],
40790,5FKchcZpQOkqFvXBj1aCvb,Excision,649869.0,60,"['brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap', 'melodic dubstep']",
40841,36CUTsdtNgCwMq6zKD1l8I,Mauro Castillo,29717.0,63,"['modern salsa', 'salsa colombiana']",
41007,52qKfVcIV4GS8A8Vay2xtt,Ice Nine Kills,599080.0,66,"['alternative metal', 'metalcore']",
41053,6rEXjeIJ0wL6BFdo8CRcit,Saindhavi,178951.0,62,"['filmi', 'tamil pop']",
41060,6jDwZUFYUH1dC4xWzOd8QU,Caleb Hyles,218970.0,58,['otacore'],
41087,6fllSzvyC7OruOFZisOELq,Ian Storm,42329.0,58,['dutch edm'],
41149,1vb1XqzyNMQ16BqbxRz5BV,Wifisfuneral,573959.0,58,"['dark trap', 'emo rap', 'florida rap', 'miami hip hop', 'underground hip hop', 'vapor trap', 'viral rap']",
41283,2NMYOlZHIEsSq7pp5jBjic,Kizzy,8144.0,58,['trap brasileiro'],
41293,0SmgVe3giVHaJjGmIz8xA4,Yoss Bones,208830.0,66,"['mexican hip hop', 'rap femenino mexicano']",
41438,1DHHaCy2ri351JypVkX9B0,MADAX,5788.0,59,['sped up'],
41651,2akNRvGNB400IDDUMr1PHW,Steffany Gretzinger,372091.0,59,"['ccm', 'instrumental worship', 'world worship', 'worship']",
41673,7tMukTswF8N6b0zI4rlCmg,Big Cvyu,4773.0,64,[],
41816,2Js5EdWOVgL2B2CbtXr5n1,Thalles Roberto,1320808.0,62,"['adoracao', 'brazilian gospel', 'rock cristiano', 'rock gospel brasileiro']",
41916,6OWapcJm9xd55ci9CYbAuT,Los Lobos,130168.0,58,['roots rock'],
41972,4Otx4bRLSfpah5kX8hdgDC,Naughty By Nature,949022.0,57,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'new jersey rap', 'pop rap', 'rap']",
42110,2D7RkvtKKb6E5UmbjQM1Jd,Georges Bizet,216094.0,58,"['classical', 'french opera', 'french romanticism', 'late romantic era']",
42240,5hhgghBFkLDdMn93GW4x3I,OG Parker,17987.0,58,[],
42431,06zC1Z0YDLeWPBLIEAkswh,Medellin,2580.0,60,[],
42554,2FovgCfOwN9iqbkCBlKFdT,Ellise,1064850.0,61,"['alt z', 'electropop', 'indie poptimism', 'pop', 'social media pop', 'viral rap']",
42590,63XBtGSEZINSyXylZxEUbv,Victoria Monét,581264.0,62,"['alternative r&b', 'indie r&b', 'pop', 'post-teen pop', 'r&b', 'rap']",
42676,19LIHDDSHBD5NyYHI3gpzB,Shilpa Rao,1178836.0,66,"['filmi', 'modern bollywood']",
42681,4vpGVGgxSDcCTmqYbsOnsn,Amber Coffman,14704.0,65,['art pop'],
42694,0PN0fbe41KbuzlRYnoajNm,Antonio Aguilar,2398601.0,69,"['mariachi', 'musica mexicana', 'ranchera']",
42720,5whwFeuDSOzWgGAUs8KTUI,Los Dorados,31190.0,59,[],
42734,6S2tas4z6DyIklBajDqJxI,Infected Mushroom,652184.0,58,['psychedelic trance'],
42788,6L7a6wPGpvLtTwOsMLnF1z,D-Block & S-te-Fan,173376.0,61,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']",
42834,3SNKhPPfra7g7Crq1QA330,Lucero,150045.0,58,"['latin pop', 'mariachi', 'ranchera']",
42928,25XJqeReVV38w0tR04GGBd,Mainstreet,218290.0,77,"['trap carioca', 'trap funk']",
42963,56x8mYvS3cyDGAi8N2FxbB,Randy Houser,928554.0,60,"['contemporary country', 'country', 'country road', 'modern country rock']",
43042,3twuAojvYNrlWZpMkxLm3P,Daveed Diggs,73110.0,65,['alternative hip hop'],
43197,0NErdIJtuKBjtxKmlqaWdj,Divya Kumar,233543.0,62,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']",
43199,4DWuml4Jf6K81b5rAPwMb6,Clementine Douglas,2326.0,58,[],
43227,5ZGrM7y0Z6yF3s9dBjHWi9,Grupo Clasificado,58848.0,57,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",
43237,1xT5p0VBpnZDrvVSjX9sri,Dash Berlin,523764.0,58,"['big room', 'dutch trance', 'edm', 'pop dance', 'progressive house', 'trance', 'uplifting trance']",
43352,3iMzbvXlgNUpoFccD60bvr,Prezioso,80586.0,67,"['eurodance', 'italo dance']",
43433,5zCaQxjl110XTrm4LQ1CxY,Herbert von Karajan,144380.0,67,"['classical', 'classical performance', 'orchestral performance']",
43495,34b7j3TqM5ramjmt2mc8tB,Chill Fruits Music,71692.0,76,['lo-fi product'],
43539,1z8Z3JjXWNa7xbeXcyFZMt,Los Yonic's,1354692.0,64,"['grupera', 'gruperas inmortales', 'musica mexicana', 'ranchera', 'tropical']",
43562,35l9BRT7MXmM8bv2WDQiyB,beabadoobee,1228534.0,73,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pop']",
43609,4IjHltwoSKbUeZLPeULyDe,Nahuel Pennisi,82570.0,59,['folklore argentino'],
43825,14H7ag1wpQOsPPQJOD6Dqr,Zero 7,464052.0,57,"['downtempo', 'electronica', 'nu jazz', 'trip hop']",
43841,2JSjCHK79gdaiPWdKiNUNp,Dionne Warwick,746810.0,60,"['adult standards', 'brill building pop', 'disco', 'mellow gold', 'quiet storm', 'soft rock', 'soul']",
43877,4Cqia9vrAbm7ANXbJGXsTE,Slash,2690855.0,58,"['hard rock', 'rock']",
43983,6evKD5JWJON3qPBJtUEmtY,G-Unit,1986912.0,63,"['gangster rap', 'hardcore hip hop', 'hip hop', 'nyc rap', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop', 'trap']",
43991,7wLyGTO9vUS7ndlq4BvBGe,Blake Rose,84450.0,61,"['alt z', 'australian electropop', 'australian pop', 'electropop', 'pop', 'uk pop']",
44078,2PmIyxmEFsNfQJjEifPDZC,RAT BOY,96687.0,60,[],
44083,4xtWjIlVuZwTCeqVAsgEXy,Insane Clown Posse,891376.0,64,['viral rap'],
44136,5344K3N7rx7kw1HjO8psuq,James Carter,27178.0,68,"['covertronica', 'dance pop', 'deep house', 'edm', 'pop dance', 'pop edm', 'tropical house']",
44139,3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,1451016.0,58,"['classic opm', 'opm']",
44147,5KsRA81UaMVKvLNiwDySfp,Jonah Kagen,76667.0,57,"['alt z', 'uk pop']",
44236,0wn2qDKzeFlhjRUtJAwJjp,Bandalos Chinos,229109.0,60,"['argentine alternative rock', 'argentine indie', 'latin rock']",
44238,5PS3ZZE5bBiZ3Ct9HiRG2B,DeVita,74819.0,63,"['chill r&b', 'korean r&b']",
44336,7KHA7OOevgTDFhlym0oEyP,Adriana Proenza,20076.0,59,['spanish indie pop'],
44353,6tmdudtl1wM5WwTIqZX0WD,La Ventaja,166525.0,61,"['corrido', 'musica mexicana', 'nueva musica mexicana', 'sierreno', 'tololoche']",
44463,6tUJpYN2aYiXbzAcg0pIOo,Sinéad Harnett,431708.0,58,"['alternative r&b', 'chill r&b', 'gauze pop', 'indie r&b', 'indie soul', 'r&b', 'uk contemporary r&b', 'uk pop']",
44518,70TsVY28EcEUYSGG5Yw7mp,Sam Tinnesz,155597.0,64,"['alt z', 'indie poptimism', 'modern rock', 'rebel blues']",
44627,2S1GntfP92SLbiPaiQsy8P,DJ Wizard,612.0,57,[],
44722,6ZhjJOJXXwnPS8PrXdmjLw,UGK,789438.0,60,"['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'rap', 'southern hip hop', 'trap']",
44941,2WKdxPFRD7IqZvlIAvhMgY,Fugees,1149065.0,65,"['east coast hip hop', 'gangster rap', 'hip hop', 'new jersey rap']",
45072,5tFRohaO5yEsuJxmMnlCO9,Barns Courtney,452288.0,62,"['modern alternative rock', 'modern rock', 'rock']",
45168,72v53CufRiSyqcQ78KUQ5p,José Maria Napoleón,888959.0,61,"['latin pop', 'ranchera', 'tropical']",
45180,4XqfpACObRB5AsBcUYjL8X,MC Eiht,317202.0,60,"['g funk', 'gangster rap', 'west coast rap']",
45287,6VPRGmbZ0dupZrbwwEDRRw,Exaltasamba,1466897.0,63,"['axe', 'pagode', 'samba paulista', 'sertanejo universitario']",
45360,59xlizZFIFUvLC0I8iV2Jv,Los Rieleros Del Norte,1032536.0,62,"['musica mexicana', 'norteno', 'norteno-sax', 'ranchera']",
45418,0XFmkmsCbCoR7wlqaZdt64,High Jinx,667.0,58,[],
45429,3R80OE4RViOWbnuvqh0j8a,thuy,112169.0,62,"['chill r&b', 'pop', 'r&b']",
45467,6ZV6lGY0prbqpTD0Md8i29,Scotty McCreery,854959.0,61,"['contemporary country', 'country', 'country road', 'modern country rock']",
45474,3IhWQSrLj8EJjdvjFTpCyo,Vince Gill,486087.0,61,"['country', 'country rock', 'oklahoma country']",
45485,2T06whb4s6UiufL1j5Qtz9,José Alfredo Jimenez,1662275.0,65,"['mariachi', 'musica mexicana', 'ranchera']",
45546,4G1zP5i0r57g1c1CxrPhfM,ZillaKami,342526.0,67,"['dark trap', 'underground hip hop']",
45568,3rO1KMi81CCLjSjkImNtrA,CMG The Label,4575.0,63,[],
45680,4kIwETcbpuFgRukE8o7Opx,Arlo Parks,472249.0,60,"['indie soul', 'uk contemporary r&b']",
45682,5OTt6O4Q22YsqZDaWV6FqC,Bombay Jayashri,285619.0,62,"['carnatic', 'carnatic vocal', 'filmi', 'indian classical', 'tamil pop']",
45828,0CjWKoS55T7DOt0HJuwF1H,Bipolar Sunshine,80077.0,60,['gauze pop'],
45872,3ao3jf5d70Tf4fPh2bnXVl,We The Kings,1233519.0,60,"['neo mellow', 'neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",
45930,6WPmTGeeoymoVlXVtsCwz7,Kavita Krishnamurthy,2025935.0,65,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",
46037,0iVrCROxeyon7MZUW3MfzT,Montell Jordan,745075.0,59,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",
46190,6I3MElirhT5t6Kf7p0hGk9,Duckwrth,379432.0,63,"['alternative r&b', 'indie r&b', 'indie soul', 'underground hip hop']",
46280,7hj7ffJe6UkF1gsMpuweSI,Yungeen Ace,1037700.0,59,"['florida rap', 'melodic rap', 'trap']",
46288,2jPqqtZbK8JDXSz94QLpCX,Banda Cuisillos,445135.0,64,"['banda', 'banda jalisciense', 'musica mexicana', 'nueva musica mexicana', 'ranchera', 'tropical']",
46392,6sW5k31iA8sTy0i2goUKF9,Oldilla,32393.0,62,"['funk carioca', 'funk ostentacao']",
46405,0e7Xsukwik0zDaqCcSvJTg,Prasoon Joshi,620.0,58,[],
46437,1c70yCa8sRgIiQxl3HOEFo,Cherish,544255.0,69,"['atl hip hop', 'dance pop', 'girl group', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",
46467,0IF46mUS8NXjgHabxk2MCM,Kelis,514753.0,63,"['dance pop', 'electropop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",
46484,38IHJBGBuaYXHEkIQd4DtF,Altamash Faridi,22495.0,59,['modern bollywood'],
46580,7r2uG6BlFXKcwmh9ItqlII,Wrabel,220240.0,63,"['alt z', 'australian pop', 'electropop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop', 'pop rock']",
46591,3qsKSpcV3ncke3hw52JSMB,Young Miko,51086.0,59,['trap latino'],
46650,3jksrX4oBklxR78ft8gv3j,Plies,1636309.0,63,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",
46776,3f5VCwd57gZsqMad28jyLV,Maria Bethânia,928911.0,60,"['bossa nova', 'mpb', 'nova mpb', 'samba', 'samba de roda', 'umbanda']",
46797,5usbqiU7sjvszjWecANDL6,WESTSIDE BOOGIE,257030.0,60,"['hip hop', 'rap', 'underground hip hop']",
46833,3maDQKNIwvbtAglSmYGhCo,DJ Cashi,309.0,58,[],
46857,37J1PlAkhRK7yrZUtqaUpQ,Caravan Palace,924011.0,60,"['electro swing', 'nu jazz']",
46907,7AC976RDJzL2asmZuz7qil,Yes,1620672.0,60,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'rock', 'symphonic rock']",
46959,6kZWqUZqptyxb8Ki5DyBAg,DTG,13376.0,60,['afroswing'],
46964,7J2gs5q2wLq6lU4q4wkyuV,Momina Mustehsan,540727.0,59,['pakistani pop'],
46965,0jcl46xRBm9LKIwrKGQPE6,Meg Donnelly,153459.0,61,"['nyc pop', 'social media pop']",
46984,2dyeCWctcFRt3Pha76ONgb,"Hank Williams, Jr.",1345563.0,65,"['country', 'country road', 'country rock', 'outlaw country']",
46993,2JSYASbWU5Y0fVpts3Eq7g,R. D. Burman,2144551.0,68,"['chutney', 'classic bollywood', 'filmi', 'modern bollywood']",
47123,4gHcu2JoaXJ0mV4aNPCd7N,Benny Sings,138600.0,61,"['dutch pop', 'indie soul']",
47215,1ilcpQQeF5mmvfO682aDgJ,House Gospel Choir,20643.0,59,['cedm'],
47290,3nFB4eMP5gdqee2eQb8nZb,Conjunto Primavera,2162248.0,70,"['musica mexicana', 'norteno', 'ranchera', 'tropical']",
47421,5yxyJsFanEAuwSM5kOuZKc,London Symphony Orchestra,253045.0,72,"['british orchestra', 'classical', 'classical performance', 'orchestra']",
47425,7uGhSk7fVURjDaiXW1FSbL,La Maquinaria Norteña,283267.0,63,"['musica mexicana', 'norteno', 'norteno-sax', 'nueva musica mexicana']",
47510,4cx31cxKTg5L8blZE24qfZ,Cidade Negra,1278501.0,58,"['axe', 'brazilian reggae', 'brazilian rock', 'mpb', 'pagode']",
47716,6LHsnRBUYhFyt01PdKXAF5,Bob Moses,310821.0,61,"['canadian electronic', 'canadian house']",
47733,3UV0wVQkft6lKLDGioqnyO,Coopex,24342.0,60,"['covertronica', 'traprun']",
47753,45a6gCQWq61lIUDmr1tKuO,Bun B,793859.0,59,"['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",
47773,5x3nSujruZLuB6xBicI6Ai,Nuca,8515.0,58,[],
47825,7gSjFKpVmDgC2MMsnN8CYq,Jazmine Sullivan,1773591.0,64,"['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'rap', 'urban contemporary']",
47937,0cQuYRSzlItquYxsQKDvVc,The Guess Who,566700.0,57,"['album rock', 'art rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock']",
47992,6WIjKbyqeO9MkfNMFJsF50,Dj LK da Escócia,3876.0,57,[],
48054,59o1kyNFOv04hcGRuWhWs9,Mqx,10398.0,58,[],
48103,0nnp7oJpY2J6yZOqtdKaWq,Duelo,1514141.0,69,"['musica mexicana', 'norteno', 'ranchera', 'tejano']",
48206,4tususHNaR68xdgLstlGBA,Of Mice & Men,1168179.0,60,"['melodic metalcore', 'metalcore', 'post-screamo', 'screamo']",
48341,71oGOxg5ez52Hh1Ye41A98,Mustafa Zahid,2473693.0,59,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop']",
48365,1XE70WwxhnrXNAJYQQ9ygx,Bill Medley,34007.0,57,['soft rock'],
48415,2FDaBZt51fOXh2rbHL8Afr,Mc Magal,463395.0,60,"['funk carioca', 'funk mtg', 'funk ostentacao', 'funk paulista']",
48544,3ZJxEmjYZd5VOqZ8o3aXiL,ABRA,256516.0,58,"['alternative r&b', 'art pop', 'electropop', 'escape room']",
48622,5sRhscbWRXFbjXtSZyfaWY,Rittz,636964.0,58,"['atl hip hop', 'country rap', 'pop rap', 'southern hip hop', 'trap']",
48648,1QcBqYUeQ4Ux3itkdDaFi0,D. Imman,3854957.0,62,"['filmi', 'tamil pop']",
48687,3IpQziA6YwD53PQ5xbwgLF,Jóhann Jóhannsson,222096.0,61,"['compositional ambient', 'experimental classical', 'icelandic classical', 'icelandic experimental', 'nordic soundtrack', 'soundtrack']",
48690,7rZNSLWMjTbwdLNskFbzFf,Sugababes,618606.0,60,"['dance pop', 'europop', 'girl group', 'uk pop']",
48703,5T4UKHhr4HGIC0VzdZQtAE,Faithless,561298.0,60,"['big beat', 'downtempo', 'electronica', 'trip hop']",
48710,0VbIlorLz3I5SEtIsc5vAr,Queen Pen,33854.0,59,"['hip pop', 'lgbtq+ hip hop']",
48764,6G9bygHlCyPgNGxK2l3YdE,Vanessa Hudgens,1768565.0,64,"['dance pop', 'pop', 'post-teen pop']",
48817,6lHL3ubAMgSasKjNqKb8HF,Mýa,1199790.0,62,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",
48958,6V3F8MZrOKdT9fU686ybE9,Mark Morrison,70814.0,60,['british soul'],
49011,57DlMWmbVIf2ssJ8QBpBau,Toby Fox,839336.0,71,"['dream smp', 'indie game soundtrack', 'undertale']",
49114,3sHpO1q6h5hNmEhhXtR7ZG,Grupo Delta Norteño,118628.0,57,"['corrido', 'musica mexicana', 'nueva musica mexicana']",
49280,2IK173RXLiCSQ8fhDlAb3s,Adekunle Gold,876880.0,63,"['afropop', 'alte', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",
49305,4FlG0V0jhLO4qGpayFOphj,EST Gee,288430.0,72,"['kentucky hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",
49371,5e1BZulIiYWPRm8yogwUYH,Tegan and Sara,588202.0,57,"['canadian indie', 'indie pop', 'indie poptimism', 'lilith', 'metropopolis', 'permanent wave']",
49411,0PMk31f9Log4ixwUUY40p6,Malibu,124737.0,57,"['pagode novo', 'pop nacional']",
49422,0HBQtIkqXtoKagoPOgxK8k,El Lif Beatz,1517.0,57,[],
49452,67tgMwUfnmqzYsNAtnP6YJ,Groove Armada,588235.0,58,"['big beat', 'electronica', 'nu jazz', 'nu skool breaks', 'trip hop']",
49475,57nPqD7z62gDdq37US9XJR,Arcane,135144.0,74,[],
49512,4fBAsjJmj6lwaOuWS15stg,Mc Piedro,5252.0,58,['funk consciente'],
49525,6I3M904Y9IwgDjrQ9pANiB,Kenny G,914458.0,62,"['smooth jazz', 'smooth saxophone']",
49606,2qoQgPAilErOKCwE2Y8wOG,GloRilla,58652.0,66,[],
49646,4DITWCDQL8b3VZTBYpNDR9,Bob do Contra,15468.0,58,['brazilian hip hop'],
49667,4svvMm4TQnkphZJfhLCzzv,Ramya Behra,537496.0,62,['tollywood'],
49693,2ycnb8Er79LoH2AsR5ldjh,Pet Shop Boys,1442764.0,66,"['art pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",
49787,6Av6GMCOznZIlHuNcBWgf4,Jay Critch,656396.0,58,"['nyc rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",
49914,4B4YYJ0BAYBK86yxqQV7mu,Funky,629009.0,62,"['latin christian', 'latin worship', 'rap cristiano', 'reggaeton cristiano']",
49919,4oa7ETNZH1ivfzFkCGVZlR,Milionário & José Rico,1978069.0,61,"['sertanejo', 'sertanejo tradicional', 'sertanejo universitario']",
49935,0nMjhemqRwrboQGcs92fh2,Kapil Kapilan,4075.0,62,[],
49942,5g63iWaMJ2UrkZMkCC8dMi,Lil Tracy,586277.0,70,"['dark trap', 'emo rap', 'melodic rap', 'underground hip hop', 'vapor trap']",
49963,1UfzhwcOR4yfX7yHTPfC9m,Joywave,231744.0,57,"['indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rochester ny indie', 'rock', 'shimmer pop']",
50005,0odPXKGYqtTpiWJFBhqyVB,Braaten,9349.0,57,['tropical house'],
50024,319yZVtYM9MBGqmSQnMyY6,Carole King,1260799.0,61,"['adult standards', 'brill building pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",
50037,5A7HNCq6t0xNDOjZIUZDRk,YV,4074.0,60,[],
50090,1t7t8q4zoYHp22JLIx3FM7,Joan Manuel Serrat,1067135.0,60,"['cantautor', 'nova canco', 'nueva cancion', 'trova']",
50242,24CzPFC4y3bM4AkUnZfuAU,Karra,24854.0,58,['la pop'],
50255,4ryoUS0W8qXokfMxrlJt6O,Skip Marley,216853.0,57,['modern reggae'],
50274,1WPcVNert9hn7mHsPKDn7j,Édith Piaf,934727.0,59,"['chanson', 'torch song', 'vintage schlager']",
50282,20BNHnI2SfySwLwWCAu4ew,Drakomafia,38632.0,58,['mambo chileno'],
50411,5tTsrGPwQRWUsHR2Xf7Ke9,Natalie Cole,518802.0,62,"['adult standards', 'lounge', 'mellow gold', 'quiet storm', 'soul', 'vocal jazz']",
50443,5qQFXHDOeYjiZVrCUO56Pk,Maia Wright,11344.0,58,['vocal trance'],
50509,7oEkUINVIj1Nr3Wnj8tzqr,Gilberto Gil,1039574.0,63,"['bossa nova', 'mpb', 'samba', 'tropicalia', 'violao']",
50519,67wCYxOq4A1ohAs7jWYaOJ,Rik Rok,6832.0,62,['reggae fusion'],
50523,1VKWlHqcqwmU9CGKkJR09R,Nedarb,15951.0,60,[],
50561,063Vp9es6lLAbFUDtIAkFD,Abraham Vazquez,629928.0,58,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",
50569,1xgl9yxqIVq8PEEMai38uV,tana,243202.0,63,"['hyperpop francais', 'pluggnb', 'viral rap']",
50876,0ABk515kENDyATUdpCKVfW,Westside Gunn,289462.0,63,"['alternative hip hop', 'boom bap', 'buffalo hip hop', 'hip hop', 'rap', 'underground hip hop', 'upstate ny rap']",
50900,43C3LVD6x8GLvputT34r6T,Steve Lean,10890.0,58,[],
50976,2QLSJqqGIstNbO6nYRR16o,DUDA BEAT,340243.0,59,"['funk carioca', 'nova mpb', 'nova musica pernambucana']",
51022,6s1pCNXcbdtQJlsnM1hRIA,Dmitri Shostakovich,317494.0,57,"['classical', 'compositional ambient', 'russian modern classical']",
51121,6qW2MCeqjNlMwiLl0JPbuZ,framed,54612.0,64,"['sped up', 'viral rap']",
51212,7kNqXtgeIwFtelmRjWv205,John Summit,89617.0,65,"['edm', 'electro house', 'house', 'pop dance']",
51222,76M2Ekj8bG8W7X2nbx2CpF,NGHTMRE,432754.0,63,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'pop dance']",
51394,1iwUuIOKYjV7SKIg27v4zi,Real Boston Richey,16270.0,58,[],
51411,4WbHbolEKZIhnkO2xv2Lm0,Pelé MilFlows,425429.0,57,"['pop rap brasileiro', 'trap brasileiro']",
